x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,smiling
-1.299,1.812,-1.299,1.401,-1.259,0.957,-1.178,0.513,-1.056,0.103,-0.853,-0.273,-0.609,-0.649,-0.325,-0.957,0.122,-1.094,0.65,-1.06,1.178,-0.82,1.705,-0.513,2.111,-0.171,2.396,0.273,2.517,0.786,2.599,1.299,2.639,1.777,-1.259,2.222,-1.056,2.29,-0.812,2.256,-0.568,2.188,-0.325,2.051,0.487,2.017,0.853,2.119,1.218,2.153,1.584,2.119,1.908,1.982,0.041,1.641,0.0,1.299,-0.081,0.923,-0.162,0.581,-0.447,0.513,-0.284,0.376,-0.081,0.308,0.203,0.376,0.447,0.444,-1.015,1.777,-0.812,1.88,-0.528,1.846,-0.284,1.641,-0.568,1.606,-0.853,1.641,0.69,1.606,0.934,1.777,1.259,1.777,1.502,1.641,1.259,1.538,0.975,1.538,-0.568,-0.0,-0.406,0.034,-0.203,0.068,0.0,-0.0,0.203,0.034,0.528,-0.0,0.853,-0.068,0.528,-0.239,0.244,-0.342,0.0,-0.376,-0.244,-0.308,-0.406,-0.205,-0.487,-0.034,-0.203,-0.068,0.0,-0.103,0.203,-0.103,0.731,-0.068,0.203,-0.103,0.0,-0.137,-0.203,-0.103,0
-2.382,1.607,-2.333,1.129,-2.285,0.608,-2.139,0.087,-1.896,-0.347,-1.507,-0.695,-1.069,-0.999,-0.632,-1.216,-0.097,-1.303,0.34,-1.173,0.681,-0.869,1.021,-0.521,1.313,-0.174,1.507,0.217,1.604,0.651,1.701,1.086,1.701,1.52,-1.653,2.041,-1.313,2.128,-0.972,2.171,-0.632,2.085,-0.34,1.954,0.389,1.911,0.632,2.041,0.924,2.085,1.264,2.085,1.458,1.954,0.049,1.563,0.049,1.216,0.097,0.912,0.097,0.608,-0.438,0.347,-0.194,0.304,0.049,0.261,0.243,0.304,0.438,0.347,-1.313,1.52,-1.021,1.65,-0.778,1.607,-0.535,1.433,-0.778,1.433,-1.069,1.433,0.486,1.433,0.729,1.607,0.972,1.607,1.215,1.477,0.972,1.39,0.729,1.39,-1.021,-0.043,-0.632,-0.0,-0.243,0.043,0.0,-0.0,0.194,0.043,0.486,0.043,0.729,-0.0,0.486,-0.347,0.194,-0.565,-0.049,-0.608,-0.292,-0.565,-0.681,-0.391,-0.924,-0.087,-0.243,-0.087,0.0,-0.13,0.194,-0.087,0.632,-0.043,0.194,-0.304,-0.049,-0.347,-0.292,-0.347,1
-0.9,1.315,-0.992,0.96,-0.992,0.564,-0.9,0.167,-0.761,-0.209,-0.577,-0.584,-0.346,-0.918,-0.115,-1.252,0.3,-1.378,0.831,-1.336,1.431,-1.169,2.007,-0.918,2.515,-0.584,2.815,-0.125,2.953,0.417,3.023,1.002,3.0,1.545,-0.969,1.92,-0.831,2.025,-0.646,2.004,-0.461,1.962,-0.277,1.858,0.415,1.92,0.738,2.046,1.108,2.108,1.477,2.066,1.823,1.92,0.023,1.461,-0.046,1.19,-0.138,0.939,-0.208,0.689,-0.323,0.376,-0.185,0.313,-0.023,0.292,0.162,0.313,0.369,0.355,-0.784,1.399,-0.623,1.545,-0.392,1.545,-0.208,1.357,-0.415,1.294,-0.646,1.294,0.646,1.399,0.831,1.607,1.108,1.607,1.407,1.482,1.131,1.378,0.877,1.357,-0.392,-0.209,-0.323,-0.063,-0.162,0.042,0.0,-0.0,0.185,0.042,0.577,-0.042,1.015,-0.146,0.623,-0.397,0.254,-0.522,0.046,-0.543,-0.115,-0.522,-0.277,-0.397,-0.3,-0.23,-0.138,-0.23,0.023,-0.23,0.208,-0.209,0.9,-0.167,0.231,-0.23,0.023,-0.25,-0.138,-0.23,0
-1.838,1.374,-1.813,0.931,-1.764,0.51,-1.666,0.044,-1.519,-0.399,-1.274,-0.798,-0.907,-1.13,-0.441,-1.374,0.098,-1.44,0.662,-1.329,1.176,-1.086,1.568,-0.731,1.862,-0.31,1.985,0.155,2.058,0.643,2.058,1.13,2.034,1.595,-1.568,1.706,-1.397,1.928,-1.127,2.039,-0.809,2.016,-0.49,1.906,0.172,1.95,0.49,2.105,0.858,2.172,1.201,2.083,1.446,1.861,-0.123,1.529,-0.123,1.241,-0.123,0.953,-0.123,0.665,-0.49,0.377,-0.294,0.332,-0.049,0.31,0.172,0.355,0.417,0.421,-1.225,1.374,-1.029,1.485,-0.784,1.507,-0.564,1.396,-0.784,1.307,-1.029,1.307,0.417,1.462,0.613,1.595,0.858,1.618,1.103,1.529,0.882,1.44,0.637,1.418,-0.882,-0.066,-0.564,-0.022,-0.245,0.022,0.0,-0.0,0.245,0.044,0.637,0.066,1.078,0.044,0.711,-0.31,0.343,-0.487,0.049,-0.532,-0.221,-0.51,-0.564,-0.377,-0.784,-0.111,-0.245,-0.111,0.025,-0.111,0.27,-0.089,0.98,-0.0,0.319,-0.31,0.049,-0.332,-0.221,-0.332,1
-1.967,0.772,-1.836,0.369,-1.669,-0.041,-1.444,-0.451,-1.161,-0.82,-0.777,-1.093,-0.348,-1.312,0.116,-1.462,0.602,-1.415,1.067,-1.182,1.43,-0.8,1.72,-0.369,1.901,0.103,1.93,0.601,1.829,1.093,1.676,1.572,1.502,2.016,-1.996,1.244,-1.872,1.435,-1.64,1.558,-1.372,1.613,-1.096,1.599,-0.254,1.914,-0.015,2.112,0.283,2.262,0.602,2.31,0.907,2.242,-0.552,1.36,-0.464,1.046,-0.385,0.745,-0.305,0.444,-0.552,0.178,-0.363,0.157,-0.138,0.178,0.08,0.314,0.261,0.458,-1.56,0.936,-1.408,1.121,-1.183,1.189,-0.922,1.107,-1.125,0.998,-1.343,0.929,0.073,1.469,0.218,1.702,0.443,1.791,0.711,1.749,0.53,1.599,0.305,1.517,-0.755,-0.314,-0.537,-0.157,-0.247,-0.034,0.0,-0.0,0.218,0.116,0.624,0.226,1.038,0.267,0.871,-0.219,0.566,-0.56,0.29,-0.683,-0.007,-0.731,-0.385,-0.615,-0.66,-0.321,-0.203,-0.164,0.051,-0.116,0.283,-0.007,0.965,0.212,0.457,-0.362,0.203,-0.472,-0.073,-0.513,1
-0.99,1.731,-1.086,1.349,-1.086,0.942,-0.958,0.534,-0.83,0.127,-0.639,-0.254,-0.447,-0.611,-0.256,-0.942,0.128,-1.12,0.607,-1.171,1.15,-1.069,1.661,-0.865,2.108,-0.585,2.491,-0.204,2.747,0.229,2.906,0.713,3.002,1.222,-0.894,2.239,-0.703,2.341,-0.479,2.316,-0.224,2.214,-0.032,2.061,0.798,1.909,1.118,1.985,1.469,1.985,1.82,1.883,2.108,1.731,0.224,1.527,0.128,1.222,0.0,0.916,-0.128,0.611,-0.383,0.458,-0.256,0.331,-0.032,0.254,0.224,0.28,0.511,0.305,-0.767,1.781,-0.575,1.858,-0.319,1.807,-0.128,1.552,-0.415,1.578,-0.639,1.629,0.894,1.349,1.15,1.552,1.437,1.501,1.725,1.323,1.437,1.272,1.118,1.298,-0.479,0.051,-0.351,0.076,-0.16,0.076,0.0,-0.0,0.224,0.025,0.607,-0.076,0.99,-0.178,0.639,-0.433,0.224,-0.56,0.0,-0.534,-0.224,-0.458,-0.383,-0.229,-0.415,-0.0,-0.16,-0.076,0.0,-0.127,0.224,-0.127,0.894,-0.178,0.224,-0.305,0.0,-0.305,-0.16,-0.229,1
-1.791,1.837,-1.81,1.382,-1.791,0.909,-1.692,0.418,-1.495,-0.036,-1.2,-0.455,-0.866,-0.855,-0.472,-1.218,-0.02,-1.364,0.472,-1.291,0.885,-0.964,1.24,-0.582,1.574,-0.182,1.81,0.273,1.948,0.746,2.007,1.218,2.027,1.673,-1.535,2.091,-1.279,2.164,-0.984,2.109,-0.728,2.0,-0.492,1.855,0.571,1.837,0.846,1.946,1.161,2.018,1.456,2.018,1.712,1.891,0.039,1.382,0.02,1.073,0.02,0.764,0.0,0.455,-0.472,0.345,-0.256,0.255,0.0,0.182,0.256,0.236,0.492,0.309,-1.299,1.564,-1.023,1.655,-0.728,1.582,-0.512,1.346,-0.787,1.346,-1.082,1.4,0.571,1.291,0.826,1.509,1.122,1.527,1.397,1.418,1.161,1.273,0.866,1.255,-0.905,0.055,-0.59,0.073,-0.236,0.055,0.0,-0.0,0.256,0.036,0.61,0.018,0.925,-0.036,0.649,-0.491,0.275,-0.746,-0.039,-0.782,-0.335,-0.727,-0.669,-0.418,-0.826,-0.0,-0.256,-0.127,0.0,-0.164,0.256,-0.145,0.826,-0.073,0.256,-0.455,-0.02,-0.491,-0.295,-0.436,1
-1.287,1.172,-1.287,0.781,-1.226,0.391,-1.134,-0.0,-1.011,-0.391,-0.827,-0.729,-0.552,-1.042,-0.245,-1.302,0.245,-1.407,0.797,-1.355,1.348,-1.146,1.869,-0.886,2.237,-0.547,2.451,-0.104,2.513,0.391,2.543,0.886,2.513,1.381,-1.409,1.589,-1.287,1.823,-1.042,1.954,-0.705,1.98,-0.429,1.928,0.245,2.006,0.613,2.11,1.042,2.11,1.471,2.006,1.777,1.797,-0.061,1.537,-0.123,1.276,-0.153,1.016,-0.184,0.781,-0.398,0.417,-0.245,0.365,-0.031,0.339,0.214,0.391,0.429,0.469,-1.042,1.329,-0.889,1.459,-0.643,1.485,-0.368,1.407,-0.613,1.355,-0.858,1.329,0.613,1.485,0.827,1.641,1.103,1.641,1.379,1.537,1.103,1.485,0.827,1.485,-0.521,-0.287,-0.398,-0.078,-0.214,0.026,0.0,-0.0,0.184,0.052,0.552,-0.026,0.919,-0.208,0.613,-0.391,0.276,-0.495,0.061,-0.521,-0.184,-0.495,-0.368,-0.417,-0.429,-0.26,-0.184,-0.156,0.0,-0.156,0.214,-0.13,0.797,-0.208,0.245,-0.234,0.031,-0.234,-0.184,-0.234,0
-0.869,1.408,-0.939,1.037,-0.939,0.652,-0.869,0.267,-0.817,-0.119,-0.748,-0.519,-0.661,-0.934,-0.487,-1.289,-0.07,-1.438,0.504,-1.482,1.13,-1.363,1.721,-1.126,2.26,-0.815,2.625,-0.356,2.834,0.178,2.955,0.756,3.007,1.304,-0.956,1.838,-0.8,1.927,-0.591,1.941,-0.382,1.897,-0.174,1.808,0.539,1.838,0.904,1.912,1.286,1.912,1.686,1.838,2.017,1.66,0.122,1.526,0.017,1.245,-0.087,0.978,-0.191,0.711,-0.382,0.504,-0.243,0.415,-0.052,0.341,0.209,0.371,0.487,0.4,-0.678,1.571,-0.504,1.645,-0.296,1.63,-0.087,1.512,-0.313,1.497,-0.522,1.512,0.869,1.438,1.095,1.571,1.356,1.541,1.599,1.438,1.339,1.393,1.095,1.408,-0.539,-0.059,-0.382,0.03,-0.174,0.059,0.0,-0.0,0.226,0.03,0.626,-0.059,1.026,-0.193,0.608,-0.445,0.209,-0.534,-0.052,-0.534,-0.261,-0.474,-0.417,-0.311,-0.435,-0.089,-0.191,-0.059,0.0,-0.104,0.226,-0.104,0.904,-0.207,0.226,-0.296,-0.017,-0.282,-0.209,-0.222,0
-1.845,1.444,-1.776,1.005,-1.571,0.565,-1.435,0.126,-1.161,-0.251,-0.888,-0.565,-0.547,-0.879,-0.137,-1.13,0.342,-1.13,0.82,-0.942,1.298,-0.628,1.708,-0.188,1.981,0.251,2.118,0.753,2.118,1.256,2.05,1.821,1.981,2.323,-1.913,1.632,-1.776,1.883,-1.503,1.946,-1.161,1.883,-0.888,1.821,0.0,2.072,0.273,2.26,0.683,2.386,1.025,2.449,1.366,2.26,-0.41,1.632,-0.41,1.256,-0.342,0.942,-0.342,0.628,-0.547,0.377,-0.41,0.314,-0.205,0.314,0.068,0.439,0.205,0.565,-1.435,1.444,-1.298,1.632,-1.025,1.695,-0.751,1.57,-0.956,1.444,-1.23,1.381,0.205,1.758,0.342,1.946,0.615,2.009,0.888,1.946,0.683,1.758,0.41,1.758,-0.547,-0.126,-0.41,-0.063,-0.205,-0.0,0.0,-0.0,0.137,0.063,0.478,0.126,0.751,0.188,0.547,-0.063,0.273,-0.251,0.068,-0.314,-0.137,-0.314,-0.41,-0.251,-0.478,-0.126,-0.205,-0.126,0.0,-0.126,0.205,-0.0,0.683,0.126,0.205,-0.063,0.0,-0.126,-0.205,-0.126,0
-0.571,1.202,-0.661,0.866,-0.661,0.503,-0.541,0.14,-0.391,-0.196,-0.27,-0.559,-0.12,-0.922,0.03,-1.258,0.361,-1.397,0.902,-1.37,1.533,-1.23,2.134,-1.006,2.675,-0.671,3.005,-0.196,3.186,0.363,3.246,0.95,3.246,1.537,-0.781,1.845,-0.691,1.929,-0.511,1.873,-0.361,1.789,-0.21,1.705,0.391,1.817,0.721,2.012,1.112,2.152,1.533,2.152,1.893,2.012,0.06,1.425,-0.06,1.174,-0.15,0.922,-0.27,0.671,-0.27,0.335,-0.15,0.279,0.0,0.279,0.21,0.279,0.421,0.335,-0.601,1.37,-0.481,1.537,-0.27,1.537,-0.06,1.342,-0.27,1.258,-0.481,1.258,0.781,1.37,0.992,1.621,1.292,1.649,1.623,1.509,1.352,1.342,1.052,1.342,-0.21,-0.279,-0.24,-0.084,-0.12,0.056,0.0,-0.0,0.18,0.056,0.571,-0.084,1.022,-0.252,0.661,-0.447,0.301,-0.587,0.09,-0.587,-0.06,-0.559,-0.18,-0.447,-0.15,-0.279,-0.09,-0.168,0.06,-0.168,0.24,-0.168,0.902,-0.252,0.27,-0.279,0.06,-0.307,-0.06,-0.279,0
-2.079,1.166,-1.918,0.726,-1.707,0.291,-1.468,-0.132,-1.178,-0.513,-0.8,-0.816,-0.377,-1.064,0.078,-1.277,0.575,-1.256,1.049,-1.021,1.408,-0.615,1.725,-0.171,1.955,0.316,2.024,0.842,1.946,1.384,1.803,1.914,1.624,2.431,-2.075,1.5,-1.937,1.688,-1.656,1.735,-1.371,1.726,-1.081,1.717,-0.363,1.961,-0.078,2.153,0.207,2.328,0.534,2.452,0.86,2.405,-0.584,1.491,-0.497,1.171,-0.414,0.854,-0.322,0.538,-0.598,0.295,-0.4,0.269,-0.179,0.282,0.037,0.406,0.235,0.538,-1.541,1.218,-1.38,1.346,-1.164,1.401,-0.948,1.333,-1.122,1.239,-1.339,1.183,0.014,1.619,0.161,1.794,0.377,1.867,0.603,1.858,0.446,1.717,0.235,1.641,-0.557,-0.252,-0.377,-0.12,-0.179,-0.017,0.0,-0.0,0.175,0.107,0.483,0.171,0.81,0.239,0.639,-0.124,0.405,-0.355,0.193,-0.449,-0.018,-0.487,-0.276,-0.423,-0.446,-0.244,-0.143,-0.124,0.041,-0.081,0.225,-0.0,0.718,0.179,0.299,-0.137,0.101,-0.222,-0.092,-0.256,1
-1.494,1.292,-1.457,0.879,-1.356,0.465,-1.199,0.06,-1.005,-0.336,-0.729,-0.689,-0.424,-1.042,-0.074,-1.37,0.406,-1.447,0.95,-1.335,1.457,-1.025,1.891,-0.629,2.242,-0.181,2.408,0.336,2.435,0.896,2.398,1.456,2.325,2.007,-1.577,1.662,-1.43,1.826,-1.172,1.861,-0.895,1.852,-0.609,1.8,-0.028,1.947,0.36,2.093,0.766,2.179,1.172,2.196,1.559,2.093,-0.286,1.559,-0.286,1.24,-0.295,0.93,-0.295,0.612,-0.461,0.396,-0.314,0.336,-0.129,0.301,0.083,0.388,0.304,0.474,-1.162,1.378,-1.005,1.507,-0.775,1.542,-0.544,1.456,-0.756,1.378,-0.978,1.344,0.406,1.585,0.59,1.74,0.839,1.766,1.098,1.705,0.876,1.611,0.636,1.576,-0.535,-0.086,-0.387,-0.017,-0.194,0.026,0.0,-0.0,0.212,0.069,0.6,0.095,1.024,0.138,0.692,-0.215,0.341,-0.405,0.101,-0.457,-0.12,-0.448,-0.341,-0.327,-0.424,-0.112,-0.157,-0.146,0.037,-0.146,0.258,-0.103,0.913,0.078,0.268,-0.138,0.046,-0.181,-0.157,-0.172,1
-1.96,1.305,-1.96,0.851,-1.897,0.426,-1.834,-0.028,-1.739,-0.454,-1.517,-0.851,-1.17,-1.163,-0.664,-1.362,-0.126,-1.447,0.411,-1.447,0.917,-1.334,1.359,-1.078,1.612,-0.709,1.739,-0.284,1.865,0.142,1.96,0.596,1.992,1.05,-1.549,1.731,-1.296,1.93,-0.948,2.015,-0.601,1.986,-0.285,1.873,0.443,1.816,0.759,1.901,1.106,1.93,1.454,1.844,1.675,1.617,0.063,1.447,0.063,1.22,0.032,0.965,0.032,0.738,-0.348,0.341,-0.19,0.312,0.0,0.284,0.19,0.284,0.379,0.284,-1.201,1.362,-0.98,1.476,-0.695,1.476,-0.474,1.305,-0.727,1.249,-0.98,1.277,0.569,1.22,0.822,1.39,1.106,1.362,1.328,1.22,1.106,1.135,0.822,1.163,-0.79,-0.284,-0.506,-0.057,-0.221,0.057,0.0,-0.0,0.19,0.028,0.474,-0.114,0.695,-0.397,0.443,-0.568,0.158,-0.653,-0.063,-0.681,-0.285,-0.624,-0.569,-0.511,-0.664,-0.284,-0.221,-0.199,-0.032,-0.227,0.158,-0.227,0.601,-0.369,0.158,-0.369,-0.032,-0.341,-0.253,-0.341,0
-0.557,2.079,-0.795,1.749,-1.007,1.344,-1.166,0.938,-1.246,0.482,-1.22,0.025,-1.087,-0.406,-0.875,-0.837,-0.53,-1.141,-0.027,-1.318,0.53,-1.369,1.087,-1.318,1.591,-1.192,2.015,-0.887,2.359,-0.482,2.651,-0.025,2.89,0.406,-0.239,2.383,0.0,2.383,0.239,2.282,0.451,2.13,0.61,1.927,1.379,1.572,1.697,1.547,1.988,1.445,2.253,1.217,2.413,0.963,0.795,1.445,0.583,1.166,0.398,0.887,0.212,0.608,-0.186,0.634,-0.053,0.456,0.106,0.304,0.371,0.254,0.636,0.228,-0.159,1.952,0.08,1.952,0.292,1.825,0.371,1.597,0.159,1.648,-0.027,1.775,1.326,1.141,1.591,1.192,1.829,1.09,1.962,0.887,1.75,0.887,1.511,0.989,-0.636,0.33,-0.371,0.203,-0.133,0.127,0.0,-0.0,0.212,-0.051,0.53,-0.228,0.875,-0.406,0.424,-0.482,0.053,-0.456,-0.186,-0.38,-0.371,-0.254,-0.53,-0.0,-0.557,0.254,-0.239,-0.051,-0.053,-0.152,0.133,-0.228,0.769,-0.406,0.133,-0.228,-0.053,-0.152,-0.239,-0.051,1
-1.652,1.513,-1.625,1.091,-1.515,0.67,-1.349,0.248,-1.129,-0.149,-0.826,-0.496,-0.496,-0.818,-0.138,-1.116,0.33,-1.19,0.826,-1.091,1.294,-0.794,1.707,-0.422,2.01,-0.0,2.203,0.471,2.286,0.967,2.313,1.488,2.286,1.984,-1.652,1.935,-1.459,2.059,-1.157,2.083,-0.881,2.034,-0.578,1.959,0.165,2.034,0.523,2.158,0.909,2.257,1.294,2.257,1.652,2.158,-0.165,1.563,-0.165,1.24,-0.165,0.918,-0.165,0.595,-0.386,0.322,-0.248,0.273,-0.083,0.248,0.138,0.298,0.33,0.372,-1.267,1.513,-1.074,1.662,-0.799,1.662,-0.551,1.488,-0.799,1.414,-1.074,1.414,0.441,1.563,0.661,1.761,0.964,1.811,1.239,1.711,0.991,1.563,0.716,1.538,-0.578,-0.124,-0.386,-0.05,-0.165,0.025,0.0,-0.0,0.193,0.05,0.551,0.05,0.909,0.025,0.606,-0.248,0.303,-0.422,0.083,-0.446,-0.11,-0.446,-0.358,-0.322,-0.468,-0.149,-0.138,-0.174,0.028,-0.174,0.248,-0.124,0.799,-0.025,0.248,-0.149,0.055,-0.174,-0.138,-0.174,0
-1.462,1.392,-1.416,0.983,-1.279,0.587,-1.066,0.192,-0.822,-0.166,-0.563,-0.498,-0.274,-0.792,0.015,-1.035,0.411,-1.098,0.853,-1.035,1.324,-0.83,1.751,-0.536,2.147,-0.192,2.405,0.23,2.527,0.728,2.527,1.252,2.482,1.762,-1.583,1.877,-1.416,2.005,-1.172,2.031,-0.898,1.992,-0.624,1.929,0.122,1.992,0.457,2.133,0.822,2.222,1.218,2.235,1.583,2.133,-0.228,1.571,-0.244,1.252,-0.259,0.945,-0.274,0.639,-0.441,0.383,-0.289,0.307,-0.091,0.281,0.122,0.332,0.335,0.396,-1.248,1.494,-1.05,1.635,-0.792,1.648,-0.518,1.507,-0.776,1.43,-1.035,1.418,0.487,1.584,0.716,1.775,1.02,1.801,1.309,1.699,1.05,1.596,0.761,1.558,-0.426,-0.204,-0.35,-0.064,-0.167,0.038,0.0,-0.0,0.183,0.051,0.548,-0.013,0.898,-0.102,0.655,-0.383,0.35,-0.549,0.107,-0.587,-0.091,-0.562,-0.289,-0.409,-0.35,-0.192,-0.137,-0.128,0.03,-0.14,0.244,-0.115,0.807,-0.115,0.274,-0.268,0.061,-0.294,-0.122,-0.281,0
-1.475,1.826,-1.381,1.41,-1.225,0.995,-1.038,0.589,-0.841,0.193,-0.602,-0.184,-0.343,-0.551,-0.062,-0.869,0.374,-0.976,0.914,-0.889,1.454,-0.609,1.921,-0.212,2.285,0.251,2.503,0.802,2.555,1.381,2.534,1.97,2.461,2.55,-1.62,2.096,-1.454,2.164,-1.236,2.135,-1.007,2.067,-0.768,1.98,-0.135,2.019,0.197,2.154,0.561,2.231,0.955,2.231,1.329,2.173,-0.374,1.671,-0.363,1.275,-0.353,0.889,-0.353,0.493,-0.55,0.464,-0.384,0.338,-0.156,0.29,0.104,0.377,0.343,0.493,-1.267,1.835,-1.111,1.912,-0.872,1.893,-0.633,1.729,-0.872,1.681,-1.101,1.69,0.27,1.758,0.447,1.932,0.727,1.961,1.028,1.912,0.779,1.758,0.509,1.71,-0.405,0.048,-0.28,0.048,-0.145,0.048,0.0,-0.0,0.156,0.048,0.478,0.058,0.831,0.068,0.54,-0.135,0.249,-0.241,0.052,-0.261,-0.114,-0.212,-0.27,-0.097,-0.343,0.019,-0.125,-0.039,0.021,-0.068,0.197,-0.048,0.727,0.048,0.197,-0.058,0.021,-0.077,-0.135,-0.048,0
-3.049,1.64,-3.078,1.132,-3.078,0.624,-2.99,0.115,-2.727,-0.346,-2.316,-0.716,-1.788,-1.039,-1.202,-1.293,-0.645,-1.409,-0.205,-1.316,0.029,-0.993,0.205,-0.647,0.381,-0.3,0.557,0.023,0.733,0.37,0.821,0.716,0.821,1.062,-1.788,2.055,-1.378,2.194,-0.938,2.217,-0.498,2.102,-0.176,1.94,0.352,1.801,0.528,1.871,0.733,1.871,0.909,1.801,0.968,1.617,0.029,1.432,0.088,1.155,0.147,0.924,0.235,0.67,-0.469,0.416,-0.264,0.346,-0.029,0.3,0.147,0.3,0.264,0.323,-1.378,1.617,-1.055,1.686,-0.792,1.64,-0.645,1.455,-0.85,1.455,-1.114,1.501,0.205,1.27,0.44,1.363,0.645,1.34,0.733,1.178,0.586,1.155,0.41,1.201,-0.85,-0.231,-0.498,-0.046,-0.147,0.069,0.0,-0.0,0.176,-0.0,0.235,-0.162,0.147,-0.393,0.117,-0.554,-0.029,-0.647,-0.176,-0.647,-0.381,-0.6,-0.616,-0.439,-0.733,-0.231,-0.235,-0.162,-0.059,-0.208,0.088,-0.208,0.088,-0.37,0.029,-0.37,-0.117,-0.37,-0.293,-0.323,0
0.052,0.904,-0.21,0.633,-0.419,0.271,-0.577,-0.09,-0.629,-0.497,-0.681,-0.859,-0.734,-1.265,-0.734,-1.582,-0.472,-1.853,0.105,-1.989,0.734,-2.034,1.363,-2.034,1.939,-1.898,2.463,-1.627,2.883,-1.22,3.197,-0.768,3.512,-0.362,0.314,1.446,0.472,1.537,0.577,1.537,0.786,1.491,0.943,1.401,1.468,1.356,1.782,1.311,2.097,1.175,2.411,0.949,2.568,0.678,0.839,1.13,0.629,0.994,0.472,0.904,0.21,0.814,0.052,0.452,0.157,0.362,0.262,0.271,0.419,0.226,0.681,0.181,0.262,1.039,0.367,1.13,0.524,1.085,0.629,0.994,0.472,0.949,0.314,0.994,1.363,0.814,1.572,0.904,1.834,0.768,1.992,0.588,1.73,0.633,1.52,0.723,-0.314,-0.497,-0.262,-0.09,-0.105,0.09,0.0,-0.0,0.157,-0.0,0.419,-0.316,0.524,-0.678,0.21,-0.859,-0.157,-0.904,-0.314,-0.904,-0.419,-0.814,-0.472,-0.678,-0.262,-0.452,-0.105,-0.136,0.0,-0.136,0.157,-0.181,0.419,-0.633,-0.052,-0.723,-0.21,-0.678,-0.314,-0.633,0
-1.922,1.741,-1.922,1.27,-1.896,0.776,-1.789,0.282,-1.602,-0.188,-1.335,-0.588,-0.988,-0.964,-0.561,-1.247,-0.027,-1.341,0.507,-1.27,0.961,-1.012,1.362,-0.659,1.655,-0.259,1.842,0.212,1.949,0.706,2.003,1.2,2.029,1.694,-1.602,1.882,-1.362,2.023,-1.041,2.07,-0.721,2.023,-0.427,1.952,0.454,1.952,0.774,2.023,1.095,2.047,1.415,1.976,1.655,1.811,0.0,1.67,0.0,1.341,-0.027,1.035,-0.027,0.753,-0.427,0.494,-0.24,0.447,-0.027,0.4,0.187,0.423,0.374,0.494,-1.228,1.67,-0.988,1.764,-0.748,1.764,-0.534,1.623,-0.748,1.6,-1.015,1.6,0.561,1.6,0.774,1.741,1.041,1.741,1.255,1.623,1.041,1.576,0.801,1.576,-0.801,-0.047,-0.481,-0.0,-0.187,0.047,0.0,-0.0,0.187,0.047,0.481,0.024,0.774,-0.024,0.481,-0.188,0.214,-0.306,-0.027,-0.329,-0.24,-0.306,-0.507,-0.188,-0.694,-0.047,-0.214,-0.094,-0.027,-0.118,0.187,-0.094,0.694,-0.047,0.187,-0.118,0.0,-0.141,-0.214,-0.118,0
-1.531,1.357,-1.531,0.926,-1.458,0.509,-1.37,0.078,-1.268,-0.339,-1.05,-0.718,-0.744,-1.031,-0.379,-1.252,0.102,-1.331,0.627,-1.279,1.152,-1.109,1.647,-0.861,2.027,-0.496,2.216,-0.039,2.289,0.457,2.333,0.965,2.347,1.474,-1.473,1.8,-1.254,1.983,-0.933,2.009,-0.612,1.957,-0.321,1.827,0.379,1.892,0.729,2.048,1.123,2.14,1.516,2.101,1.822,1.905,-0.015,1.526,-0.044,1.226,-0.073,0.926,-0.102,0.626,-0.379,0.404,-0.219,0.339,-0.029,0.287,0.19,0.339,0.408,0.404,-1.152,1.435,-0.948,1.592,-0.656,1.592,-0.408,1.409,-0.671,1.357,-0.948,1.357,0.598,1.435,0.846,1.618,1.137,1.631,1.385,1.487,1.152,1.396,0.875,1.383,-0.641,-0.222,-0.452,-0.052,-0.204,0.039,0.0,-0.0,0.204,0.039,0.569,-0.052,0.948,-0.209,0.583,-0.417,0.248,-0.509,0.015,-0.522,-0.204,-0.509,-0.437,-0.417,-0.525,-0.222,-0.204,-0.104,0.0,-0.117,0.219,-0.104,0.802,-0.209,0.219,-0.261,0.0,-0.274,-0.204,-0.261,0
